source	target	source_genesymbol	target_genesymbol	istruelr	isphysical	issmallmolecule
P26447	P51681	S100A4	CCR5	True	False	False
P27539	COMPLEX:P0CG37_P27037_P36896	GDF1	CFC1_ACVR2A_ACVR1B	True	False	False
P27539	COMPLEX:P0CG37_P27037_Q8NER5	GDF1	CFC1_ACVR2A_ACVR1C	True	False	False
P27539	COMPLEX:P0CG37_P36896_Q13705	GDF1	CFC1_ACVR1B_ACVR2B	True	False	False
P27539	COMPLEX:P27037_P36896	GDF1	ACVR2A_ACVR1B	True	False	False
P27539	COMPLEX:P27037_Q8NER5	GDF1	ACVR2A_ACVR1C	True	False	False
P27539	COMPLEX:P36896_Q13705	GDF1	ACVR1B_ACVR2B	True	False	False
P27539	COMPLEX:Q13705_Q8NER5	GDF1	ACVR2B_ACVR1C	True	False	False
P27539	P36894	GDF1	BMPR1A	True	False	False
P27539	Q04771	GDF1	ACVR1	True	False	False
P27539	Q13639	GDF1	HTR4	True	False	False
P27539	Q13873	GDF1	BMPR2	True	False	False
P27797	P06756	CALR	ITGAV	True	True	False
P27797	P08514	CALR	ITGA2B	True	True	False
P27797	P16473	CALR	TSHR	True	True	False
P27797	P26006	CALR	ITGA3	True	True	False
P27797	P40238	CALR	MPL	True	True	False
P27797	P48039	CALR	MTNR1A	True	True	False
P27797	Q07954	CALR	LRP1	True	True	False
P27797	Q14162	CALR	SCARF1	True	True	False
P27918	O76036	CFP	NCR1	True	False	False
P28799	P00533	GRN	EGFR	True	False	False
P28799	P04629	GRN	NTRK1	True	False	False
P28799	P19438	GRN	TNFRSF1A	True	False	False
P28799	P20333	GRN	TNFRSF1B	True	False	False
P28799	Q9H2X3	GRN	CLEC4M	True	False	False
P29279	O75581	CCN2	LRP6	False	False	False
P29279	P00533	CCN2	EGFR	False	False	False
P29279	P04629	CCN2	NTRK1	False	False	False
P29279	P05107	CCN2	ITGB2	False	False	False
P29279	P08648	CCN2	ITGA5	False	False	False
P29279	P11215	CCN2	ITGAM	False	False	False
P29279	P11717	CCN2	IGF2R	False	False	False
P29279	P21802	CCN2	FGFR2	False	False	False
P29279	Q07954	CCN2	LRP1	False	False	False
P29279	Q15303	CCN2	ERBB4	False	False	False
P29459	P10747	IL12A	CD28	True	True	False
P30990	O95665	NTS	NTSR2	True	False	False
P30990	P08138	NTS	NGFR	True	False	False
P30990	P30989	NTS	NTSR1	True	False	False
P31371	P11362	FGF9	FGFR1	True	False	False
P31371	P21802	FGF9	FGFR2	True	False	False
P31371	P22455	FGF9	FGFR4	True	False	False
P31371	P22607	FGF9	FGFR3	True	False	False
P32881	COMPLEX:P17181_P48551	IFNA8	IFNAR1_IFNAR2	True	False	False
P32881	Q8TDT2	IFNA8	GPR152	True	False	False
P34130	P04629	NTF4	NTRK1	True	False	False
P34130	P08138	NTF4	NGFR	True	False	False
P34130	Q16620	NTF4	NTRK2	True	False	False
P34820	COMPLEX:O00238_P27037	BMP8B	BMPR1B_ACVR2A	True	False	False
P34820	COMPLEX:O00238_Q13705	BMP8B	BMPR1B_ACVR2B	True	False	False
P34820	COMPLEX:O00238_Q13873	BMP8B	BMPR1B_BMPR2	True	False	False
P34820	COMPLEX:P27037_P36894	BMP8B	ACVR2A_BMPR1A	True	False	False
P34820	COMPLEX:P27037_Q04771	BMP8B	ACVR2A_ACVR1	True	False	False
P34820	COMPLEX:P36894_Q13705	BMP8B	BMPR1A_ACVR2B	True	False	False
P34820	COMPLEX:P36894_Q13873	BMP8B	BMPR1A_BMPR2	True	False	False
P34820	COMPLEX:Q04771_Q13705	BMP8B	ACVR1_ACVR2B	True	False	False
P34820	COMPLEX:Q04771_Q13873	BMP8B	ACVR1_BMPR2	True	False	False
P34820	Q03405	BMP8B	PLAUR	True	True	False
P35030	O00254	PRSS3	F2RL2	True	True	False
P35030	P25116	PRSS3	F2R	True	True	False
P35030	P55085	PRSS3	F2RL1	True	True	False
P35030	Q8TEW0	PRSS3	PARD3	True	True	False
P35030	Q96RI0	PRSS3	F2RL3	True	True	False
P35225	COMPLEX:P24394_P35225_P78552	IL13	IL4R_IL13_IL13RA1	True	False	False
P35225	COMPLEX:P24394_P78552	IL13	IL4R_IL13RA1	True	False	False
P35225	COMPLEX:P24394_Q14627	IL13	IL4R_IL13RA2	True	False	False
P35225	P31785	IL13	IL2RG	True	False	False
P35225	Q86XT9	IL13	TMEM219	True	False	False
P35247	O00206	SFTPD	TLR4	True	True	False
P35247	P78324	SFTPD	SIRPA	True	True	False
P35247	Q6GTX8	SFTPD	LAIR1	True	True	False
P35318	O15218	ADM	GPR182	True	False	False
P35318	O60894	ADM	RAMP1	True	False	False
P35318	O60895	ADM	RAMP2	True	False	False
P35318	O60896	ADM	RAMP3	True	False	False
P35318	P07550	ADM	ADRB2	True	False	False
P35318	P13945	ADM	ADRB3	True	False	False
P35318	P16473	ADM	TSHR	True	False	False
P35318	P32241	ADM	VIPR1	True	False	False
P35318	P41586	ADM	ADCYAP1R1	True	True	False
P35318	Q03431	ADM	PTH1R	True	False	False
P35318	Q16602	ADM	CALCRL	True	False	False
P35318	Q96LB1	ADM	MRGPRX2	True	False	False
P35318	Q99678	ADM	GPR20	True	False	False
P35318	Q9NQS5	ADM	GPR84	True	False	False
P36955	Q6UX71	SERPINF1	PLXDC2	True	True	False
P37840	P18627	SNCA	LAG3	True	False	False
P39059	COMPLEX:O75578_P05556	COL15A1	ITGA10_ITGB1	False	False	False
P39059	COMPLEX:P05556_P17301	COL15A1	ITGB1_ITGA2	False	False	False
P39059	COMPLEX:P05556_P56199	COL15A1	ITGB1_ITGA1	False	False	False
P39059	COMPLEX:P05556_Q9UKX5	COL15A1	ITGB1_ITGA11	False	False	False
P39905	COMPLEX:O00451_P07949	GDNF	GFRA2_RET	True	True	False
P39905	COMPLEX:P07949_P56159	GDNF	RET_GFRA1	True	True	False
P39905	P24530	GDNF	EDNRB	True	False	False
P40225	P40238	THPO	MPL	True	True	False
P40933	COMPLEX:P14784_P31785_Q13261	IL15	IL2RB_IL2RG_IL15RA	True	False	False
P40933	P01589	IL15	IL2RA	True	False	False
P41159	P48357	LEP	LEPR	True	False	False
P41159	P98164	LEP	LRP2	True	False	False
P41221	O00144	WNT5A	FZD9	True	True	False
P41221	O60353	WNT5A	FZD6	True	True	False
P41221	O75084	WNT5A	FZD7	True	True	False
P41221	O75197	WNT5A	LRP5	True	True	False
P41221	O75581	WNT5A	LRP6	True	True	False
P41221	P01130	WNT5A	LDLR	True	True	False
P41221	P07550	WNT5A	ADRB2	True	True	False
P41221	P34925	WNT5A	RYK	True	True	False
P41221	P43121	WNT5A	MCAM	True	True	False
P41221	P98164	WNT5A	LRP2	True	True	False
P41221	Q01973	WNT5A	ROR1	True	True	False
P41221	Q01974	WNT5A	ROR2	True	True	False
P41221	Q13308	WNT5A	PTK7	True	True	False
P41221	Q13467	WNT5A	FZD5	True	True	False
P41221	Q14332	WNT5A	FZD2	True	True	False
P41221	Q15262	WNT5A	PTPRK	True	True	False
P41221	Q15375	WNT5A	EPHA7	True	True	False
P41221	Q9H461	WNT5A	FZD8	True	True	False
P41221	Q9H6X2	WNT5A	ANTXR1	True	True	False
P41221	Q9NPG1	WNT5A	FZD3	True	True	False
P41221	Q9ULV1	WNT5A	FZD4	True	True	False
P41221	Q9ULW2	WNT5A	FZD10	True	True	False
P42830	P08913	CXCL5	ADRA2A	True	False	False
P42830	P25024	CXCL5	CXCR1	True	False	False
P42830	P25025	CXCL5	CXCR2	True	False	False
P42830	P48039	CXCL5	MTNR1A	True	False	False
P42830	Q14831	CXCL5	GRM7	True	False	False
P42830	Q16570	CXCL5	ACKR1	True	False	False
P47992	P46094	XCL1	XCR1	True	False	False
P47992	Q8WXG9	XCL1	ADGRV1	True	True	False
P48061	P01730	CXCL12	CD4	True	False	False
P48061	P05106	CXCL12	ITGB3	True	True	False
P48061	P05556	CXCL12	ITGB1	True	True	False
P48061	P06756	CXCL12	ITGAV	True	True	False
P48061	P08648	CXCL12	ITGA5	True	True	False
P48061	P08913	CXCL12	ADRA2A	True	False	False
P48061	P13612	CXCL12	ITGA4	True	True	False
P48061	P25106	CXCL12	ACKR3	True	False	False
P48061	P37288	CXCL12	AVPR1A	True	False	False
P48061	P48039	CXCL12	MTNR1A	True	False	False
P48061	P49682	CXCL12	CXCR3	True	False	False
P48061	P51679	CXCL12	CCR4	True	False	False
P48061	P61073	CXCL12	CXCR4	True	False	False
P48061	Q14831	CXCL12	GRM7	True	False	False
P48645	P08913	NMU	ADRA2A	True	False	False
P48645	P48039	NMU	MTNR1A	True	False	False
P48645	Q14831	NMU	GRM7	True	False	False
P48645	Q9GZQ4	NMU	NMUR2	True	False	False
P48645	Q9HB89	NMU	NMUR1	True	False	False
P48745	P46531	CCN3	NOTCH1	True	True	False
P48745	Q9UIW2	CCN3	PLXNA1	True	True	False
P49763	COMPLEX:P17948_P35968	PGF	FLT1_KDR	True	False	False
P49763	O14786	PGF	NRP1	True	True	False
P49763	O60462	PGF	NRP2	True	True	False
P49765	COMPLEX:P17948_P35968	VEGFB	FLT1_KDR	True	False	False
P49765	O14786	VEGFB	NRP1	True	True	False
P49765	P07550	VEGFB	ADRB2	True	False	False
P49765	P07949	VEGFB	RET	True	True	False
P49767	COMPLEX:P35916_P35968	VEGFC	FLT4_KDR	True	False	False
P49767	O60462	VEGFC	NRP2	True	True	False
P49767	P05556	VEGFC	ITGB1	True	True	False
P49767	P17948	VEGFC	FLT1	True	False	False
P49767	P41587	VEGFC	VIPR2	True	False	False
P49767	Q13797	VEGFC	ITGA9	True	True	False
P49767	Q9Y5Y7	VEGFC	LYVE1	True	True	False
P51460	O60895	INSL3	RAMP2	True	False	False
P51460	O60896	INSL3	RAMP3	True	False	False
P51460	P07550	INSL3	ADRB2	True	False	False
P51460	P13945	INSL3	ADRB3	True	False	False
P51460	P16473	INSL3	TSHR	True	False	False
P51460	P32241	INSL3	VIPR1	True	False	False
P51460	P41586	INSL3	ADCYAP1R1	True	True	False
P51460	Q03431	INSL3	PTH1R	True	False	False
P51460	Q8TDU9	INSL3	RXFP4	True	False	False
P51460	Q8WXD0	INSL3	RXFP2	True	False	False
P51460	Q99678	INSL3	GPR20	True	False	False
P51460	Q9HBX9	INSL3	RXFP1	True	False	False
P51460	Q9NQS5	INSL3	GPR84	True	False	False
P51460	Q9NSD7	INSL3	RXFP3	True	False	False
P51671	P41597	CCL11	CCR2	True	False	False
P51671	P49682	CCL11	CXCR3	True	False	False
P51671	P51677	CCL11	CCR3	True	False	False
P51671	P51681	CCL11	CCR5	True	False	False
P51671	Q16570	CCL11	ACKR1	True	False	False
P51671	Q9NPB9	CCL11	ACKR4	True	False	False
P51884	P05556	LUM	ITGB1	True	True	False
P53621	P04233	COPA	CD74	True	True	False
P53621	P04629	COPA	NTRK1	True	True	False
P53621	P49286	COPA	MTNR1B	True	True	False
P53621	Q15077	COPA	P2RY6	True	True	False
P55000	P32297	SLURP1	CHRNA3	True	False	False
P55001	P46531	MFAP2	NOTCH1	True	True	False
P55056	P98155	APOC4	VLDLR	True	False	False
P55075	P11362	FGF8	FGFR1	True	False	False
P55075	P21802	FGF8	FGFR2	True	False	False
P55075	P22455	FGF8	FGFR4	True	False	False
P55075	P22607	FGF8	FGFR3	True	False	False
P55075	Q8N441	FGF8	FGFRL1	True	True	False
P55089	P34998	UCN	CRHR1	True	False	False
P55089	Q13324	UCN	CRHR2	True	False	False
P55103	COMPLEX:P27037_P36896	INHBC	ACVR2A_ACVR1B	True	False	False
P55103	COMPLEX:P27037_Q8NER5	INHBC	ACVR2A_ACVR1C	True	False	False
P55103	COMPLEX:P36896_Q13705	INHBC	ACVR1B_ACVR2B	True	False	False
P55103	COMPLEX:Q13705_Q8NER5	INHBC	ACVR2B_ACVR1C	True	False	False
P55103	Q04771	INHBC	ACVR1	True	False	False
P55107	COMPLEX:P27037_P36896	GDF10	ACVR2A_ACVR1B	True	False	False
P55107	COMPLEX:P36896_Q13705	GDF10	ACVR1B_ACVR2B	True	False	False
P55773	P25090	CCL23	FPR2	False	False	False
P55773	P32246	CCL23	CCR1	True	False	False
P55774	P32246	CCL18	CCR1	True	False	False
P55774	P51677	CCL18	CCR3	True	False	False
P55774	P51685	CCL18	CCR8	True	False	False
P55774	Q16570	CCL18	ACKR1	True	False	False
P56703	COMPLEX:O00144_O75197	WNT3	FZD9_LRP5	True	True	False
P56703	COMPLEX:O00144_O75581	WNT3	FZD9_LRP6	True	True	False
P56703	COMPLEX:O60353_O75197	WNT3	FZD6_LRP5	True	True	False
P56703	COMPLEX:O60353_O75581	WNT3	FZD6_LRP6	True	True	False
P56703	COMPLEX:O75084_O75197	WNT3	FZD7_LRP5	True	True	False
P56703	COMPLEX:O75084_O75581	WNT3	FZD7_LRP6	True	True	False
P56703	COMPLEX:O75197_Q13467	WNT3	LRP5_FZD5	True	True	False
P56703	COMPLEX:O75197_Q14332	WNT3	LRP5_FZD2	True	True	False
P56703	COMPLEX:O75197_Q9H461	WNT3	LRP5_FZD8	True	True	False
P56703	COMPLEX:O75197_Q9NPG1	WNT3	LRP5_FZD3	True	True	False
P56703	COMPLEX:O75197_Q9ULV1	WNT3	LRP5_FZD4	True	True	False
P56703	COMPLEX:O75197_Q9ULW2	WNT3	LRP5_FZD10	True	True	False
P56703	COMPLEX:O75197_Q9UP38	WNT3	LRP5_FZD1	True	True	False
P56703	COMPLEX:O75581_Q13467	WNT3	LRP6_FZD5	True	True	False
P56703	COMPLEX:O75581_Q14332	WNT3	LRP6_FZD2	True	True	False
P56703	COMPLEX:O75581_Q9H461	WNT3	LRP6_FZD8	True	True	False
P56703	COMPLEX:O75581_Q9NPG1	WNT3	LRP6_FZD3	True	True	False
P56703	COMPLEX:O75581_Q9ULV1	WNT3	LRP6_FZD4	True	True	False
P56703	COMPLEX:O75581_Q9ULW2	WNT3	LRP6_FZD10	True	True	False
P56703	COMPLEX:O75581_Q9UP38	WNT3	LRP6_FZD1	True	True	False
P56703	P34925	WNT3	RYK	True	True	False
P56703	Q01974	WNT3	ROR2	True	True	False
P56704	COMPLEX:O00144_O75197	WNT3A	FZD9_LRP5	True	True	False
P56704	COMPLEX:O00144_O75581	WNT3A	FZD9_LRP6	True	True	False
P56704	COMPLEX:O60353_O75197	WNT3A	FZD6_LRP5	True	True	False
P56704	COMPLEX:O60353_O75581	WNT3A	FZD6_LRP6	True	True	False
P56704	COMPLEX:O75084_O75197	WNT3A	FZD7_LRP5	True	True	False
P56704	COMPLEX:O75084_O75581	WNT3A	FZD7_LRP6	True	True	False
P56704	COMPLEX:O75197_Q13467	WNT3A	LRP5_FZD5	True	True	False
P56704	COMPLEX:O75197_Q14332	WNT3A	LRP5_FZD2	True	True	False
P56704	COMPLEX:O75197_Q9H461	WNT3A	LRP5_FZD8	True	True	False
P56704	COMPLEX:O75197_Q9NPG1	WNT3A	LRP5_FZD3	True	True	False
P56704	COMPLEX:O75197_Q9ULV1	WNT3A	LRP5_FZD4	True	True	False
P56704	COMPLEX:O75197_Q9ULW2	WNT3A	LRP5_FZD10	True	True	False
P56704	COMPLEX:O75197_Q9UP38	WNT3A	LRP5_FZD1	True	True	False
P56704	COMPLEX:O75581_Q13467	WNT3A	LRP6_FZD5	True	True	False
P56704	COMPLEX:O75581_Q14332	WNT3A	LRP6_FZD2	True	True	False
P56704	COMPLEX:O75581_Q9H461	WNT3A	LRP6_FZD8	True	True	False
P56704	COMPLEX:O75581_Q9NPG1	WNT3A	LRP6_FZD3	True	True	False
P56704	COMPLEX:O75581_Q9ULV1	WNT3A	LRP6_FZD4	True	True	False
P56704	COMPLEX:O75581_Q9ULW2	WNT3A	LRP6_FZD10	True	True	False
P56704	COMPLEX:O75581_Q9UP38	WNT3A	LRP6_FZD1	True	True	False
P56704	O75473	WNT3A	LGR5	True	True	False
P56704	O75787	WNT3A	ATP6AP2	True	True	False
P56704	P34925	WNT3A	RYK	True	True	False
P56704	Q01973	WNT3A	ROR1	True	True	False
P56704	Q07954	WNT3A	LRP1	True	True	False
P56704	Q8J025	WNT3A	APCDD1	True	True	False
P56705	COMPLEX:O00144_O75197	WNT4	FZD9_LRP5	True	True	False
P56705	COMPLEX:O00144_O75581	WNT4	FZD9_LRP6	True	True	False
P56705	COMPLEX:O60353_O75197	WNT4	FZD6_LRP5	True	True	False
P56705	COMPLEX:O60353_O75581	WNT4	FZD6_LRP6	True	True	False
P56705	COMPLEX:O75084_O75197	WNT4	FZD7_LRP5	True	True	False
P56705	COMPLEX:O75084_O75581	WNT4	FZD7_LRP6	True	True	False
P56705	COMPLEX:O75197_Q13467	WNT4	LRP5_FZD5	True	True	False
P56705	COMPLEX:O75197_Q14332	WNT4	LRP5_FZD2	True	True	False
P56705	COMPLEX:O75197_Q9H461	WNT4	LRP5_FZD8	True	True	False
P56705	COMPLEX:O75197_Q9NPG1	WNT4	LRP5_FZD3	True	True	False
P56705	COMPLEX:O75197_Q9ULV1	WNT4	LRP5_FZD4	True	True	False
P56705	COMPLEX:O75197_Q9ULW2	WNT4	LRP5_FZD10	True	True	False
P56705	COMPLEX:O75197_Q9UP38	WNT4	LRP5_FZD1	True	True	False
P56705	COMPLEX:O75581_Q13467	WNT4	LRP6_FZD5	True	True	False
P56705	COMPLEX:O75581_Q14332	WNT4	LRP6_FZD2	True	True	False
P56705	COMPLEX:O75581_Q9H461	WNT4	LRP6_FZD8	True	True	False
P56705	COMPLEX:O75581_Q9NPG1	WNT4	LRP6_FZD3	True	True	False
P56705	COMPLEX:O75581_Q9ULV1	WNT4	LRP6_FZD4	True	True	False
P56705	COMPLEX:O75581_Q9ULW2	WNT4	LRP6_FZD10	True	True	False
P56705	COMPLEX:O75581_Q9UP38	WNT4	LRP6_FZD1	True	True	False
P56705	P46531	WNT4	NOTCH1	True	True	False
P56705	Q99835	WNT4	SMO	True	True	False
P56706	COMPLEX:O00144_O75197	WNT7B	FZD9_LRP5	True	True	False
P56706	COMPLEX:O00144_O75581	WNT7B	FZD9_LRP6	True	True	False
P56706	COMPLEX:O60353_O75197	WNT7B	FZD6_LRP5	True	True	False
P56706	COMPLEX:O60353_O75581	WNT7B	FZD6_LRP6	True	True	False
P56706	COMPLEX:O75084_O75197	WNT7B	FZD7_LRP5	True	True	False
P56706	COMPLEX:O75084_O75581	WNT7B	FZD7_LRP6	True	True	False
P56706	COMPLEX:O75197_Q13467	WNT7B	LRP5_FZD5	True	True	False
P56706	COMPLEX:O75197_Q14332	WNT7B	LRP5_FZD2	True	True	False
P56706	COMPLEX:O75197_Q9H461	WNT7B	LRP5_FZD8	True	True	False
P56706	COMPLEX:O75197_Q9NPG1	WNT7B	LRP5_FZD3	True	True	False
P56706	COMPLEX:O75197_Q9ULV1	WNT7B	LRP5_FZD4	True	True	False
P56706	COMPLEX:O75197_Q9ULW2	WNT7B	LRP5_FZD10	True	True	False
P56706	COMPLEX:O75197_Q9UP38	WNT7B	LRP5_FZD1	True	True	False
P56706	COMPLEX:O75581_Q13467	WNT7B	LRP6_FZD5	True	True	False
P56706	COMPLEX:O75581_Q14332	WNT7B	LRP6_FZD2	True	True	False
P56706	COMPLEX:O75581_Q9H461	WNT7B	LRP6_FZD8	True	True	False
P56706	COMPLEX:O75581_Q9NPG1	WNT7B	LRP6_FZD3	True	True	False
P56706	COMPLEX:O75581_Q9ULV1	WNT7B	LRP6_FZD4	True	True	False
P56706	COMPLEX:O75581_Q9ULW2	WNT7B	LRP6_FZD10	True	True	False
P56706	COMPLEX:O75581_Q9UP38	WNT7B	LRP6_FZD1	True	True	False
P58166	COMPLEX:P27037_P36896	INHBE	ACVR2A_ACVR1B	True	False	False
P58166	COMPLEX:P27037_Q8NER5	INHBE	ACVR2A_ACVR1C	True	False	False
P58166	COMPLEX:P36896_Q13705	INHBE	ACVR1B_ACVR2B	True	False	False
P58166	COMPLEX:Q13705_Q8NER5	INHBE	ACVR2B_ACVR1C	True	False	False
P58294	Q8NFJ6	PROK1	PROKR2	True	False	False
P58294	Q8TCW9	PROK1	PROKR1	True	False	False
P58417	P58400	NXPH1	NRXN1	True	True	False
P58417	Q9HDB5	NXPH1	NRXN3	True	True	False
P58417	Q9P2S2	NXPH1	NRXN2	True	True	False
P58499	O75197	FAM3B	LRP5	True	False	False
P60022	P51684	DEFB1	CCR6	True	False	False
P60568	COMPLEX:P01589_P14784_P31785	IL2	IL2RA_IL2RB_IL2RG	True	False	False
P60568	COMPLEX:P14784_P31785	IL2	IL2RB_IL2RG	True	False	False
P60568	COMPLEX:P31785_Q6UXL0_Q9UHF4	IL2	IL2RG_IL20RB_IL20RA	True	False	False
P60568	P08138	IL2	NGFR	True	False	False
P60568	P19397	IL2	CD53	True	False	False
P61278	P08913	SST	ADRA2A	True	False	False
P61278	P30872	SST	SSTR1	True	False	False
P61278	P30874	SST	SSTR2	True	False	False
P61278	P31391	SST	SSTR4	True	False	False
P61278	P32745	SST	SSTR3	True	False	False
P61278	P35346	SST	SSTR5	True	False	False
P61278	P48039	SST	MTNR1A	True	False	False
P61278	Q14831	SST	GRM7	True	False	False
P61366	P17342	OSTN	NPR3	True	False	False
P61812	COMPLEX:P36896_P37173	TGFB2	ACVR1B_TGFBR2	True	True	False
P61812	COMPLEX:P36897_P37173	TGFB2	TGFBR1_TGFBR2	True	True	False
P61812	COMPLEX:P36897_P37173_Q04771	TGFB2	TGFBR1_TGFBR2_ACVR1	True	True	False
P61812	COMPLEX:P37173_Q04771	TGFB2	TGFBR2_ACVR1	True	True	False
P61812	COMPLEX:P37173_Q8NER5	TGFB2	TGFBR2_ACVR1C	True	True	False
P61812	Q03167	TGFB2	TGFBR3	True	True	False
P67809	P46531	YBX1	NOTCH1	True	True	False
P78423	P05106	CX3CL1	ITGB3	True	True	False
P78423	P06756	CX3CL1	ITGAV	True	True	False
P78423	P49238	CX3CL1	CX3CR1	True	False	False
P78556	P08913	CCL20	ADRA2A	True	False	False
P78556	P48039	CCL20	MTNR1A	True	False	False
P78556	P49682	CCL20	CXCR3	True	False	False
P78556	P51684	CCL20	CCR6	True	False	False
P78556	Q14831	CCL20	GRM7	True	False	False
P78556	Q9NPB9	CCL20	ACKR4	True	False	False
P80075	P32246	CCL8	CCR1	True	False	False
P80075	P41597	CCL8	CCR2	True	False	False
P80075	P51677	CCL8	CCR3	True	False	False
P80075	P51681	CCL8	CCR5	True	False	False
P80075	Q16570	CCL8	ACKR1	True	False	False
P80075	Q9NPB9	CCL8	ACKR4	True	False	False
P80098	P32246	CCL7	CCR1	True	False	False
P80098	P41597	CCL7	CCR2	True	False	False
P80098	P46092	CCL7	CCR10	True	False	False
P80098	P49682	CCL7	CXCR3	True	False	False
P80098	P51677	CCL7	CCR3	True	False	False
P80098	P51681	CCL7	CCR5	True	False	False
P80098	Q16570	CCL7	ACKR1	True	False	False
P80098	Q9NPB9	CCL7	ACKR4	True	False	False
P80162	P08913	CXCL6	ADRA2A	True	False	False
P80162	P25024	CXCL6	CXCR1	True	False	False
P80162	P25025	CXCL6	CXCR2	True	False	False
P80162	P48039	CXCL6	MTNR1A	True	False	False
P80162	Q14831	CXCL6	GRM7	True	False	False
P80162	Q16570	CXCL6	ACKR1	True	False	False
P80511	O00206	S100A12	TLR4	True	False	False
P80511	P16671	S100A12	CD36	True	True	False
P81277	P49683	PRLH	PRLHR	True	False	False
P81534	P41597	DEFB103A	CCR2	True	False	False
P81534	P51684	DEFB103A	CCR6	True	False	False
P83859	Q15391	QRFP	P2RY14	True	False	False
P83859	Q96P65	QRFP	QRFPR	True	False	False
P98095	P05106	FBLN2	ITGB3	True	True	False
Q00604	Q9BXB1	NDP	LGR4	True	False	False
Q00604	Q9ULV1	NDP	FZD4	True	False	False
Q02747	P25092	GUCA2A	GUCY2C	True	False	False
Q03403	P61073	TFF2	CXCR4	True	False	False
Q03692	COMPLEX:O75578_P05556	COL10A1	ITGA10_ITGB1	False	False	False
Q03692	COMPLEX:P05556_P17301	COL10A1	ITGB1_ITGA2	False	False	False
Q03692	COMPLEX:P05556_P56199	COL10A1	ITGB1_ITGA1	False	False	False
Q03692	COMPLEX:P05556_Q9UKX5	COL10A1	ITGB1_ITGA11	False	False	False
Q07092	COMPLEX:O75578_P05556	COL16A1	ITGA10_ITGB1	True	True	False
Q07092	COMPLEX:P05556_P17301	COL16A1	ITGB1_ITGA2	True	True	False
Q07092	COMPLEX:P05556_P56199	COL16A1	ITGB1_ITGA1	True	True	False
Q07092	COMPLEX:P05556_Q9UKX5	COL16A1	ITGB1_ITGA11	True	True	False
Q07325	P08913	CXCL9	ADRA2A	True	False	False
Q07325	P12318	CXCL9	FCGR2A	True	False	False
Q07325	P43628	CXCL9	KIR2DL3	True	True	False
Q07325	P48039	CXCL9	MTNR1A	True	False	False
Q07325	P49682	CXCL9	CXCR3	True	False	False
Q07325	P51677	CXCL9	CCR3	True	False	False
Q07325	Q14831	CXCL9	GRM7	True	False	False
Q07325	Q16570	CXCL9	ACKR1	True	False	False
Q07654	P25106	TFF3	ACKR3	True	True	False
Q07654	P61073	TFF3	CXCR4	True	True	False
Q08380	P05556	LGALS3BP	ITGB1	True	True	False
Q08380	P20138	LGALS3BP	CD33	True	True	False
Q08431	P05106	MFGE8	ITGB3	True	True	False
Q08431	P06756	MFGE8	ITGAV	True	True	False
Q08431	P09619	MFGE8	PDGFRB	True	True	False
Q08830	P00533	FGL1	EGFR	True	True	False
Q08830	P18627	FGL1	LAG3	True	True	False
Q12805	P00533	EFEMP1	EGFR	True	True	False
Q12904	P04629	AIMP1	NTRK1	True	False	False
Q13007	COMPLEX:Q6UXL0_Q8N6P7	IL24	IL20RB_IL22RA1	True	False	False
Q13007	COMPLEX:Q6UXL0_Q9UHF4	IL24	IL20RB_IL20RA	True	False	False
Q13007	Q04721	IL24	NOTCH2	True	False	False
Q13007	Q08334	IL24	IL10RB	True	False	False
Q13214	COMPLEX:O14786_O75051	SEMA3B	NRP1_PLXNA2	True	True	False
Q13214	COMPLEX:O14786_P51805	SEMA3B	NRP1_PLXNA3	True	True	False
Q13214	COMPLEX:O14786_Q9HCM2	SEMA3B	NRP1_PLXNA4	True	True	False
Q13214	COMPLEX:O14786_Q9UIW2	SEMA3B	NRP1_PLXNA1	True	True	False
Q13214	COMPLEX:O60462_O75051	SEMA3B	NRP2_PLXNA2	True	True	False
Q13214	COMPLEX:O60462_P51805	SEMA3B	NRP2_PLXNA3	True	True	False
Q13214	COMPLEX:O60462_Q9HCM2	SEMA3B	NRP2_PLXNA4	True	True	False
Q13214	COMPLEX:O60462_Q9UIW2	SEMA3B	NRP2_PLXNA1	True	True	False
Q13261	P30530	IL15RA	AXL	True	True	False
Q13275	COMPLEX:O60462_O75051	SEMA3F	NRP2_PLXNA2	True	True	False
Q13275	COMPLEX:O60462_P51805	SEMA3F	NRP2_PLXNA3	True	True	False
Q13275	COMPLEX:O60462_Q9HCM2	SEMA3F	NRP2_PLXNA4	True	True	False
Q13275	COMPLEX:O60462_Q9UIW2	SEMA3F	NRP2_PLXNA1	True	True	False
Q13275	O14786	SEMA3F	NRP1	True	True	False
Q13519	P08913	PNOC	ADRA2A	True	False	False
Q13519	P41146	PNOC	OPRL1	True	False	False
Q13519	P48039	PNOC	MTNR1A	True	False	False
Q13519	Q14831	PNOC	GRM7	True	False	False
Q14005	P01730	IL16	CD4	True	False	False
Q14005	P51681	IL16	CCR5	True	False	False
Q14116	COMPLEX:O95256_Q13478	IL18	IL18RAP_IL18R1	True	False	False
Q14116	COMPLEX:O95256_Q13478_Q14116	IL18	IL18RAP_IL18R1_IL18	True	False	False
Q14116	Q9HB29	IL18	IL1RL2	True	False	False
Q14116	Q9NZN1	IL18	IL1RAPL1	True	True	False
Q14393	P30530	GAS6	AXL	True	True	False
Q14393	Q06418	GAS6	TYRO3	True	True	False
