"source" "target" "source_genesymbol" "target_genesymbol" "category_intercell_source" "database_intercell_source" "category_intercell_target" "database_intercell_target" "sources" "references"
"2480" "P35225" "P31785" "IL13" "IL2RG" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "Baccin2019;CellCall;CellTalkDB;DLRP_talklr;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "CellTalkDB:8920992;Ramilowski2015:8920992;connectomeDB2020:8920992;talklr:8920992"
"2481" "P35225" "Q86XT9" "IL13" "TMEM219" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;IMEx_CellPhoneDB;IntAct_CellPhoneDB" "CellTalkDB:32103204"
"2482" "P35247" "O00206" "SFTPD" "TLR4" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellTalkDB;Fantom5_LRdb;InnateDB;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:16834340;InnateDB:16834340;InnateDB:18990700"
"2483" "P35247" "P78324" "SFTPD" "SIRPA" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;LRdb;connectomeDB2020" "CellTalkDB:22511785;Cellinker:22511785;LRdb:22511785;connectomeDB2020:22511785"
"2484" "P35247" "Q6GTX8" "SFTPD" "LAIR1" "ligand" "connectomeDB2020;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB" "connectomeDB2020" "connectomeDB2020:24585933"
"2485" "P35318" "O15218" "ADM" "GPR182" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;iTALK;talklr" "CellTalkDB:7592696;Cellinker:7592696;HPMR:7592696;LRdb:7592696"
"2486" "P35318" "O60894" "ADM" "RAMP1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;Guide2Pharma" "CellTalkDB:15361343;Cellinker:30139742;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:15692146;Guide2Pharma:9620797"
"2487" "P35318" "O60895" "ADM" "RAMP2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:9620797;Cellinker:30139742;Cellinker:9620797;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:9620797;HPMR:9620797;LRdb:9620797;connectomeDB2020:9620797"
"2488" "P35318" "O60896" "ADM" "RAMP3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;Guide2Pharma;LRdb;Reactome_LRdb;connectomeDB2020" "CellTalkDB:14712479;Cellinker:27391260;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:12565884;Guide2Pharma:15692146;connectomeDB2020:30139742"
"2489" "P35318" "P07550" "ADM" "ADRB2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2490" "P35318" "P13945" "ADM" "ADRB3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2491" "P35318" "P16473" "ADM" "TSHR" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2492" "P35318" "P32241" "ADM" "VIPR1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2493" "P35318" "P41586" "ADM" "ADCYAP1R1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2494" "P35318" "Q03431" "ADM" "PTH1R" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2495" "P35318" "Q16602" "ADM" "CALCRL" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellTalkDB:9620797;Cellinker:9620797;Guide2Pharma:10347248;Guide2Pharma:11693189;Guide2Pharma:9620797;HPRD:9620797;LRdb:9620797;connectomeDB2020:9620797;scConnect:10347248;scConnect:11693189;scConnect:9620797"
"2496" "P35318" "Q96LB1" "ADM" "MRGPRX2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "Baccin2019;CellPhoneDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:1611167315823560;Cellinker:15823563;Cellinker:16111673;Guide2Pharma:15823563;LRdb:16;LRdb:16111673;connectomeDB2020:15823563;connectomeDB2020:16111673;scConnect:15823563"
"2497" "P35318" "Q99678" "ADM" "GPR20" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2498" "P35318" "Q9NQS5" "ADM" "GPR84" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2499" "P36955" "Q6UX71" "SERPINF1" "PLXDC2" "ligand" "connectomeDB2020" "receptor" "connectomeDB2020" "connectomeDB2020" "connectomeDB2020:25535841"
"2500" "P37840" "P18627" "SNCA" "LAG3" "ligand" "connectomeDB2020" "receptor" "connectomeDB2020;ICELLNET" "connectomeDB2020" "connectomeDB2020:27708076"
"2501" "P39059" "COMPLEX:O75578_P05556" "COL15A1" "ITGA10_ITGB1" "ligand" "CellPhoneDB;ICELLNET" "adhesion" "CellPhoneDB" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"2502" "P39059" "COMPLEX:P05556_P17301" "COL15A1" "ITGA2_ITGB1" "ligand" "CellPhoneDB;ICELLNET" "adhesion" "CellPhoneDB" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"2503" "P39059" "COMPLEX:P05556_P56199" "COL15A1" "ITGA1_ITGB1" "ligand" "CellPhoneDB;ICELLNET" "adhesion" "CellPhoneDB" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"2504" "P39059" "COMPLEX:P05556_Q9UKX5" "COL15A1" "ITGA11_ITGB1" "ligand" "CellPhoneDB;ICELLNET" "adhesion" "CellPhoneDB" "CellPhoneDB;ICELLNET" "ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815"
"2505" "P39905" "COMPLEX:O00451_P07949" "GDNF" "GFRA2_RET" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "ICELLNET" "ICELLNET:9182803"
"2506" "P39905" "COMPLEX:P07949_P56159" "GDNF" "GFRA1_RET" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;CellPhoneDB;ICELLNET" "CellChatDB:11544105;ICELLNET:25242331"
"2507" "P39905" "P24530" "GDNF" "EDNRB" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"2508" "P40225" "P40238" "THPO" "MPL" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:10495959;Baccin2019:9766811;CellTalkDB:10495959;Cellinker:10495959;Cellinker:8521814;Cellinker:9766811;DIP:9252374;HPRD:9766811;ICELLNET:11784712;LRdb:10495959;LRdb:98;SIGNOR:11784712;SignaLink3:23331499;SignaLink3:7543416;SignaLink3:9766811;connectomeDB2020:10495959;connectomeDB2020:9766811"
"2509" "P40933" "COMPLEX:P14784_P31785_Q13261" "IL15" "IL15RA_IL2RB_IL2RG" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;ICELLNET" "ICELLNET:15546386;ICELLNET:8026467"
"2510" "P40933" "P01589" "IL15" "IL2RA" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr" "CellTalkDB:8734356;LRdb:8734356;Ramilowski2015:8734356;connectomeDB2020:8734356;talklr:8734356"
"2511" "P41159" "P48357" "LEP" "LEPR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;NetPath;ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;Wang;Wojtowicz2020;connectomeDB2020;iTALK;talklr" "Baccin2019:8608603;Baccin2019:9463481;CellTalkDB:9463481;Cellinker:8608603;Cellinker:9463481;DIP:22405007;DIP:9786864;HPMR:9463481;HPRD:8608603;ICELLNET:9463481;LRdb:861;LRdb:9463481;NetPath:12226096;NetPath:9218470;SIGNOR:9463481;SignaLink3:23331499;SignaLink3:9207021;connectomeDB2020:8608603;connectomeDB2020:9463481"
"2512" "P41159" "P98164" "LEP" "LRP2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"2513" "P41221" "O00144" "WNT5A" "FZD9" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellChatDB;CellTalkDB;Wang" "CellTalkDB:27402827"
"2514" "P41221" "O60353" "WNT5A" "FZD6" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:21665003;CellPhoneDB:24032637;Cellinker:21665003;Guide2Pharma:21665003;LRdb:21665003;SIGNOR:16273260;connectomeDB2020:21665003;scConnect:21665003"
"2515" "P41221" "O75084" "WNT5A" "FZD7" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;connectomeDB2020:10990458"
"2516" "P41221" "O75197" "WNT5A" "LRP5" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr" "Baccin2019:19056682;CellTalkDB:16602827;LRdb:16602827;Ramilowski2015:16602827;connectomeDB2020:16602827;talklr:16602827"
"2517" "P41221" "O75581" "WNT5A" "LRP6" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "Baccin2019;CellCall;CellTalkDB;Cellinker;NetPath;SIGNOR" "Baccin2019:28143772;CellTalkDB:23462101;Cellinker:18606138;NetPath:19056682;SIGNOR:15578921"
"2518" "P41221" "P01130" "WNT5A" "LDLR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2519" "P41221" "P07550" "WNT5A" "ADRB2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2520" "P41221" "P34925" "WNT5A" "RYK" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:15598975;CellTalkDB:15598975;Cellinker:15598975;HPMR:15598975;LRdb:15598975;SIGNOR:22773843;connectomeDB2020:15598975"
"2521" "P41221" "P43121" "WNT5A" "MCAM" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:24335906;CellTalkDB:24335906;Cellinker:24335906;LRdb:24335906;Ramilowski2015:24335906;connectomeDB2020:24335906;talklr:24335906"
"2522" "P41221" "P98164" "WNT5A" "LRP2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2523" "P41221" "Q01973" "WNT5A" "ROR1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;IMEx_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr" "CellTalkDB:18287027;Cellinker:18287027;LRdb:18287027;NetPath:18287027;Ramilowski2015:18287027;SIGNOR:22343533;SIGNOR:23151663;SIGNOR:26690702;SignaLink3:21481194;SignaLink3:23331499;connectomeDB2020:18287027;talklr:18287027"
"2524" "P41221" "Q01974" "WNT5A" "ROR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:12839624;CellTalkDB:12839624;Cellinker:18606138;HPRD:12839624;LRdb:12839624;NetPath:12839624;SIGNOR:26690702;SPIKE:12839624;SPIKE:20215527;SPIKE:21069266;SignaLink3:17203201;SignaLink3:23331499;connectomeDB2020:12839624"
"2525" "P41221" "Q13308" "WNT5A" "PTK7" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB" "CellTalkDB:26499793"
"2526" "P41221" "Q13467" "WNT5A" "FZD5" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:9054360;CellPhoneDB:24032637;CellTalkDB:9054360;Cellinker:9054360;HPRD:9054360;ICELLNET:11029007;LRdb:9054360;SIGNOR:9054360;SPIKE:9054360;SignaLink3:23331499;SignaLink3:9054360;connectomeDB2020:9054360"
"2527" "P41221" "Q14332" "WNT5A" "FZD2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:9389482;CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:9389482;LRdb:9389482;NetPath:19910923;SIGNOR:19008118;SIGNOR:19910923;SIGNOR:2808370;SPIKE:19910923;connectomeDB2020:19910923;connectomeDB2020:9389482"
"2528" "P41221" "Q15262" "WNT5A" "PTPRK" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"2529" "P41221" "Q15375" "WNT5A" "EPHA7" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"2530" "P41221" "Q9H461" "WNT5A" "FZD8" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:21518267;LRdb:21518267;NetPath:20093360;Ramilowski2015:21518267;connectomeDB2020:21518267;talklr:21518267"
"2531" "P41221" "Q9H6X2" "WNT5A" "ANTXR1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"2532" "P41221" "Q9NPG1" "WNT5A" "FZD3" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;LRdb;NetPath;SIGNOR;Wang;connectomeDB2020" "CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:24032637;LRdb:24032637;NetPath:17804197;SIGNOR:15578921;SIGNOR:16273260;SIGNOR:21903638;connectomeDB2020:24032637"
"2533" "P41221" "Q9ULV1" "WNT5A" "FZD4" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:10990458;Cellinker:10990458;HPMR:10990458;LRdb:10990458;SIGNOR:16602827;SignaLink3:10990458;SignaLink3:23331499;connectomeDB2020:10990458"
"2534" "P41221" "Q9ULW2" "WNT5A" "FZD10" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellChatDB;Wang" ""
"2535" "P42830" "P08913" "CXCL5" "ADRA2A" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2536" "P42830" "P25024" "CXCL5" "CXCR1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr" "CellPhoneDB:24218476;Cellinker:12964882;Cellinker:8702798;Cellinker:9692902;DIP:8702798;HPRD:8702798;HPRD:9692902;InnateDB:9485196;LRdb:10699158;connectomeDB2020:12964882;connectomeDB2020:8702798;connectomeDB2020:9692902"
"2537" "P42830" "P25025" "CXCL5" "CXCR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellPhoneDB:24218476;Cellinker:8702798;Cellinker:9692902;DIP:8702798;Guide2Pharma:8702798;HPRD:8702798;HPRD:9692902;ICELLNET:22633458;InnateDB:8702798;InnateDB:9485196;LRdb:10699158;connectomeDB2020:8702798;connectomeDB2020:9692902;scConnect:8702798"
"2538" "P42830" "P48039" "CXCL5" "MTNR1A" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2539" "P42830" "Q14831" "CXCL5" "GRM7" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
